epoch,steps,Accuracy,Accuracy_Threshold,F1,F1_Threshold,Precision,Recall,Average_Precision
-1,-1,0.9166666666666666,-0.5107697,0.9291338582677166,-2.4549837,0.8676470588235294,1.0,0.9654203134928072
-1,-1,0.9259259259259259,-1.1257927,0.9344262295081968,-1.3253736,0.9047619047619048,0.9661016949152542,0.9676510876506522
